2.028799951076507568e+00 3.644155952903788912e-03 2.550859353504226183e-05
2.071500062942504883e+00 3.609379103358273562e-03 2.524352939516895324e-05
2.115149974822998047e+00 3.632315358442735238e-03 2.530083041677827789e-05
2.159299969673156738e+00 3.662757633122958132e-03 2.602658374422507813e-05
2.203899979591369629e+00 3.633036292264008212e-03 2.684545953496645680e-05
2.249499917030334473e+00 3.675723461066452043e-03 2.800703519464073138e-05
2.296050071716308594e+00 3.657907757364243975e-03 2.896319479490621547e-05
2.343599915504455566e+00 3.633577585252852939e-03 3.701280535245344454e-05
2.392099976539611816e+00 3.625374271225846688e-03 3.423920535130759531e-05
2.441549897193908691e+00 3.667701280748053051e-03 3.738521631146423963e-05
2.491999983787536621e+00 3.667235979845175943e-03 4.299518049629985644e-05
2.544849991798400879e+00 3.691580350392116225e-03 4.671597923641218836e-05
2.598249912261962891e+00 3.694434814596811792e-03 4.603535694124332898e-05
2.652549982070922852e+00 3.763077103478785091e-03 4.629563821037483719e-05
2.707799911499023438e+00 3.693661778588823181e-03 3.799957604059256547e-05
2.808700084686279297e+00 3.656086498491536909e-03 5.052181391716642511e-05
2.8999331658355456	0.0036930811488128045	2.8292854166902203e-05
2.929317015751757	0.003670919737673637	2.747662846498486e-05
2.959365371076067	0.0036773611450952423	2.5442432238293654e-05
2.989402714556962	0.0036791073754311697	2.5583977355089284e-05
3.020103099468739	0.0036571079500689967	2.542758806430175e-05
3.0507915268512606	0.0037032944645956794	2.6079434996756727e-05
3.0821416645617616	0.0036722611860185244	2.5328652559120515e-05
3.1134788615148867	0.0036754175025106085	2.508859282415152e-05
3.1454762707724893	0.003618205077331427	2.458741163600033e-05
3.1774597176231136	0.003666693938795545	2.3737967963655064e-05
3.2101017843801443	0.0036344996297419862	2.372855608616649e-05
3.2427289147544474	0.003662930339358939	2.3732604577860854e-05
3.276012928708563	0.003663772868557264	2.2526249250024446e-05
3.3092808967586578	0.003707963475992761	2.19330704398515e-05
3.3432039452090407	0.00372048449819244	2.2297879035016045e-05
3.3771097549492177	0.003680851118763574	2.267469769510365e-05
3.4116688091681695	0.0036681445439853333	2.2125063209836178e-05
3.4462093658293522	0.003629575399067785	2.2047203005664278e-05
3.481401165503288	0.0036769810686482084	2.2321381163099512e-05
3.516907904221269	0.003686895459572388	2.263404817436649e-05
3.552728927798235	0.003665801824677375	2.2986647790813002e-05
3.589197670077426	0.0036500624273855665	2.2642102293752503e-05
3.625644146427389	0.003686621690768238	2.258352576517695e-05
3.662735889918561	0.0036398495602489723	2.269125328062987e-05
3.699803763832114	0.0036599609307695017	2.2870705719066714e-05
3.8145244414644766	0.0035802515508361736	4.765560458498161e-05
3.853487748801559	0.0036316374647482256	2.3827361020574716e-05
3.8927546482537365	0.0036317083524193532	2.3740161299816182e-05
3.9323244750655553	0.00364687140230542	2.408446310197783e-05
3.9725277592455277	0.003647016451510616	2.4648032084826683e-05
4.013030306861117	0.0036848269101055803	2.4968498625107172e-05
4.053831252787916	0.003552890674761862	2.5796583185740932e-05
4.095259994087574	0.003660085690885834	2.625653557725637e-05
4.136982925414685	0.00360957952198003	2.624853819887299e-05
4.178999047996125	0.0036427876363816234	2.6472207360700815e-05
4.221966712467044	0.0036301393542572356	2.6746406650887806e-05
4.265222910050269	0.0036991296318170204	2.729376076873639e-05
4.308435548015488	0.0036971265599182925	2.8972599706725394e-05
4.352591809510541	0.0037066884174305555	2.953920059660536e-05
4.397029759810084	0.0036569669668217388	3.104124371802663e-05
4.441747043593841	0.003603940264591757	3.2134986056269054e-05
4.487069472129818	0.003612318550593616	3.4332430685994805e-05
4.5326662915193925	0.0036480544591094444	3.672642762091695e-05
4.579189063555512	0.0036338760893709276	3.7734101937076606e-05
4.625979415020307	0.0037575877344478616	3.785736927844611e-05
4.6730335704734545	0.003703532647325469	3.698118041372224e-05
4.720675102064481	0.0036394566924393924	3.89980492442356e-05
4.768574118162514	0.00363364991079229	3.9425777176808324e-05
4.817376816585018	0.0036177502313992733	4.006841161209735e-05
4.866751915222894	0.0036612817706860854	3.975910917991762e-05
4.916694820345361	0.00366945047902083	4.005443213631721e-05
4.967198672979835	0.003683867775635138	4.123554878751817e-05
5.017935905838386	0.0036863202483944923	4.474649719231492e-05
5.06893869119593	0.003638474338472664	4.4209008789983996e-05
5.120369321062926	0.0036625833099184673	1.4583681414121137e-05
